Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9
France	10.3	4.08	1.4	1.9	47.4	0	3.12	3.39
France	94.2	6.53	10	3.5	303	0	9.25	21.4
France	97.5	6.47	10.1	3.4	317	0	9.28	21.4
France	3.36	0.822	2.1	0.7	5.9	0	11	0.6
France	520	82.1	7.7	3	353	0	1370	9.21
France	68	6.74	11.6	3.4	232	0	5.22	19.7
France	115	4.29	8.4	2.5	327	0	25.2	14.9
France	115	4.27	8.5	2.6	328	0	25.3	14.9
France	185	69.1	135	36.7	1208	0	104	19.8
France	5.63	1.9	5.5	2.4	41.3	0	0.22	1.16
France	5.48	1.85	5.3	2.3	39.3	0	0.21	1.15
France	45.9	4.33	5.9	3.2	159	0	9.22	5.32
France	77.3	39.3	293	36.9	822	0	41.8	252
France	175	47.5	29.4	4.4	324	0	371	39.5
France	229	67.7	47.7	6.8	298	0	642	61.4
France	215	10.1	5.3	2.2	659	0	34.4	4.29
France	1.94	0.665	3.2	0.4	7	0	2.9	2.97
France	1.72	0.581	3	0.4	5.1	0	2.74	2.96
France	2.7	0.944	2.5	0.6	11.3	0	1.56	1.95
France	77.5	69.2	345	56.9	1176	0	17	255
France	117	28.5	7.2	1.8	435	0	61	7.77
France	203	77.8	125	43.7	1240	0	151	18.6
France	160	59.3	88.7	33.2	896	0	137	16.7
France	183	99.2	683	130	2383	0	25.3	398
France	185	100	692	127	2375	0	25.3	397
France	87.7	10.6	1747	115	4368	0	174	311
France	94.5	9.28	1168	57.6	3008	0	133	218
France	32.3	16.9	126	22.2	556	0	8.42	4.39
France	157	5.05	11.5	0.8	428	0	44.5	23.7
France	152	5.03	11	0.8	431	0	34.9	21.3
France	6.48	3.37	33.9	1	105	0	8.14	6.8
France	165	81.6	168	8.4	1281	0	35.6	50.7
France	11	17.4	249	5	740	0	14.7	24.7
France	10.5	15.8	239	4.9	704	0	15	23
France	13.3	8.63	29.5	3	104	0	6.23	32.5
France	47.1	9.99	11.6	11.8	176	0	30	15.5
France	106	3.98	3.6	1.5	278	0	51	4.15
France	136	30.6	775	40.5	2102	0	217	219
France	296	157	503	45.1	1813	0	215	603
France	368	88	816	24.5	249	0	1096	1200
France	59.8	22.4	3.9	0.4	282	0	7.96	5.52
France	453	73	9.2	3.1	418	0	1116	12.1
France	76.5	38.5	14.9	2.1	317	0	108	5.93
France	96	18.8	5.6	0.8	341	0	13.5	12.4
France	41.9	16.1	264	24.2	850	0	45.3	21.4
France	516	110	14.9	3.9	422	0	1425	18.4
France	210	43	5.2	2.3	412	0	350	8.09
France	202	42.1	5.3	2.2	412	0	331	8.16
France	94.9	20	7.5	5.1	261	0	121	3.68
France	98.3	20.2	9	5	261	0	120	3.63
France	107	4.48	8.1	1.2	320	0	5.86	14.2
France	66.1	11.2	1.7	0.7	176	0	63.4	0.73
France	12.4	7.99	11.7	6.2	72.55	0	8.35	14.5
France	12.3	8.06	11.7	6.3	72.12	0	8.36	14.7
France	77	2.14	4.5	1.3	213	0	20.9	9.31
France	79.5	26	6.6	0.8	361	0	13.5	7.66
France	81.7	26.2	6.5	0.8	361	0	13.2	7.57
France	77.6	26.2	7.6	0.8	359	0	13.1	7.15
France	63.4	26.4	87	20.5	470	0	68.8	31.5
France	89.6	17.3	5.2	0.8	338	0	12.5	11.7
France	4.48	1.48	2.3	0.8	17.2	0	4.03	1.76
Germany	62.3	8.15	1159	54	883	0	228	1245
Germany	133	16.7	199	17.1	455	0	170	233
Germany	71	31.4	3	0.7	341	0	13.8	4.71
Germany	57.7	25.3	3.2	0.6	307	0	9.89	1.44
Germany	144	99.3	894	40.9	3015	0	248	97.4
Germany	65.8	29.8	13.5	0.9	330	0	27.5	24.6
Germany	88.2	29.1	3.7	0.5	414	0	7.79	3.61
Germany	87.6	28.3	3.6	0.4	419	0	6.82	3.53
Germany	16.7	3.03	6.4	1.3	7	0	57.2	5.15
Germany	16.3	2.92	6.4	1.3	8.1	0	51.6	5.15
Germany	233	36.5	4.7	6.4	159	0	592	3.6
Germany	234	35.9	4.5	6.5	161	0	582	3.52
Germany	238	37.8	4.8	6.7	162	0	634	3.53
Germany	62.4	74.1	161	10.6	901	0	36.7	47
Germany	14	2.39	3.6	0.9	53	0	5.24	4.83
Germany	14.7	2.4	3.6	1	53	0	6.28	5.47
Germany	13.4	2.33	3.5	0.9	51	0	4.88	4.4475
Germany	27.8	14.4	2.6	8.4	147	0	16.6	6.53
Germany	51.2	30.3	7.1	0.9	330	0	9.84	0.56
Germany	51.1	29.1	9.5	3.1	232	0	27.9	38.6
Germany	52.3	29.5	9.3	3.1	232	0	28.4	39.2
Germany	38.8	20.4	16	1	265	0	8.05	0.9
Germany	40.4	21.5	18.2	1	267	0	7.89	0.86
Germany	10.1	4.06	296	4	376	0	2.03	262
Germany	10.2	4.13	297	4	376	0	1.87	262
Germany	45.1	10.4	41.8	26.6	275	0	57.7	0.94
Germany	43.9	10.3	41.5	26.2	270	0	57.3	0.92
Germany	43.7	10.4	43.1	26.4	273	0	57.2	0.94
Germany	509	79.2	62	8	306	0	1420	45.5
Germany	483	59.2	16.6	4.8	411	0	1120	29.1
Germany	505	59.9	16.7	5	408	0	1148	28.9
Germany	25.9	3.27	7.5	1.5	6.2	0	68.9	16
Germany	52.6	18.9	16	2.9	253	0	18.9	18.1
Germany	51.5	18.6	16.6	3	254	0	18.7	18.1
Germany	51.5	18.5	15.9	3	253	0	18.8	18.1
Germany	194	83.1	74.4	6	361	0	421	209
Germany	197	82.3	72.6	6	360	0	428	211
Germany	196	84	73.4	6.2	361	0	439	209
Germany	82.3	104	452	25.2	1770	0	93.8	120
Germany	85.1	104	447	23.2	1810	0	89	91.6
Germany	84.2	107	455	26.1	1835	0	104	83.5
Germany	81.5	108	454	26	1810	0	105	84.5
Germany	82.4	107	443	25.7	1805	0	104	78.7
Germany	48.5	47.8	106	9.3	608	0	32	34.5
Germany	46.7	47.1	106	9.3	605	0	31.1	33.5
Germany	47.9	48.6	108	9.5	621	0	31.2	33.8
Germany	135	30.9	10.2	2.4	346	0	192	19.7
Germany	134	31.8	10.1	2.4	350	0	191	20.1
Germany	136	31.3	9.9	2.4	345	0	191	19.9
Germany	139	31.5	9.9	2.3	344	0	195	19.7
Germany	160	42.1	14.2	1.5	427	0	190	50
Germany	166	42.3	14.4	1.6	441	0	197	50.3
Germany	33.7	19.4	35.7	1.9	183	0	22.3	50.1
Germany	521	51.7	23.9	3.7	174	0	1332	10.3
Germany	66.1	17	8.4	1.2	296	0	6.3275	4.66
Germany	67.7	17.3	8.3	1.3	297	0	6.35	4.67
Germany	1.81	0.6	217	4.1	400	0	26.3	104
Germany	1.57	0.589	217	4.2	401	0	26.3	105
Germany	107	11.2	22.5	1.7	459	0	0.55	11
Germany	2.32	0.736	178	4.8	372	0	20.8	65.4
Germany	2.11	0.697	180	4.7	377	0	20.7	65.6
Germany	84.4	17.5	41.4	6.1	323	0	74.7	40.2
Germany	83.6	17.6	43.2	6.1	323	0	74.1	40.9
Germany	191	125	375	20.4	2200	0	45.7	46.9
Germany	102	13	28.4	2.2	314	0	60	47.1
Germany	100	12.5	27.2	2.1	298	0	56.8	49.6
Germany	112	27.4	29.9	3	394	0	82.1	45.4
Germany	120	28.7	35.1	3.2	388	0	108	53.5
Germany	105	10.7	20	2.3	421	0	7.48	24.6
Germany	108	10.9	23	1.7	460	0	0.61	11.2
Germany	106	10.7	33.9	2.6	489	0	1.3	13.4
Germany	103	11.3	38.1	3.1	493	0	0.85	12
Germany	156	64.1	302	12.7	977	0	23.9	371
Germany	45.6	30.4	6.7	1.2	280	0	20	10.1
Germany	45.7	30.4	6	1.2	277	0	20	10.1
Germany	67.3	13	13.3	1.7	149	0	90.9	26.1
Germany	175	27.4	91.9	11	723	0	34.5	113
Germany	17.8	7.08	11.8	1.2	87	0	21.5	5.91
Germany	17.8	7.12	13.3	1.2	88.4	0	20.1	5.86
Germany	17	7.15	13.4	1.3	86	0	20.1	5.81
Germany	58.2	17.1	140	5.1	398	0	37.7	123
Germany	117	33.7	7.4	2.8	375	0	152	7.18
Germany	119	33.3	7	2.9	373	0	172	7.14
Germany	121	33.2	6.8	3	373	0	172	7.14
Germany	61.8	19.4	334	7.9	142	0	155	489
Germany	55.9	19	306	7.1	128	0	151	458
Germany	38.1	8.11	10	1.3	108	0	48.4	11.5
Germany	38.1	7.97	8.6	1.3	109	0	44.9	11.2
Germany	37.7	8.03	9.4	1.3	109	0	46.6	11.4
Germany	210	19.7	407	13.6	530	0	912	91
Germany	47.2	24.4	3.2	4.5	275	0	5.04	4.67
Germany	47.6	24.5	2.8	4.6	274	0	5.06	4.6925
Germany	15.3	3	7.2	1.6	10.4	0	52.9	5.46
Germany	15.1	2.93	7.5	1.6	7.3	0	53.7	5.56
Germany	18.5	3.74	7	1.8	6.6	0	65.1	6.15
Germany	15.2	2.96	7.3	1.5	7.5	0	53.4	5.52
Germany	15.2	2.92	7.1	1.6	6.2	0	52.6	5.44
Germany	35.2	6.75	280	15.5	317	0	49.1	310
Germany	37.2	6.19	285	14.7	326	0	50.9	315
Germany	61.7	17.2	15.9	2.9	303	0	14	4.49
Germany	442	52	15	2	942	0	503	21.9
Germany	52.9	23.8	4.9	0.8	254	0	11.9	11.9
Germany	51.7	23.5	5.4	0.8	253	0	12.9	12
Germany	52.7	23.7	4.4	0.8	255	0	11.8	12
Germany	52.8	23.7	5	0.8	255	0	12.1	11.9
Germany	62	23.7	4.6	0.8	287	0	11.9	11.7
Germany	278	26.5	15.2	1.5	285	0	504	27.5
Germany	272	26.3	17.8	1.6	299	0	492	29
Germany	279	26.8	15.5	1.6	287	0	521	28
Germany	275	26.3	16.4	1.5	290	0	509	27.7
Germany	282	26.6	16.7	1.6	294	0	512	28.4
Germany	178	23.4	84	13.6	668	0	58.8	110
Germany	189	53.1	350	13.5	1006	0	23.1	439
Germany	181	51.8	348	13.2	988	0	23.7	429
Germany	173	48	362	13.7	1015	0	23	453
Germany	60.9	5.4	4.4	0.7	198	0	12.4	4.99
Germany	57.7	5.06	4.1	0.8	182	0	14	5.56
Germany	279	48.4	84.6	5	335	0	706	79.2
Germany	67.8	9.35	8.3	2	246	0	16.9	10.2
Germany	67.7	9.36	10.2	2.1	244	0	19.5	12.6
Germany	66.8	9.44	10.6	2	243	0	19.4	12.6
Germany	67.1	9.35	10.5	2	244	0	19.4	12.6
Germany	520	78.9	302	19.8	395	0	1357	458
Germany	44.7	8.85	9.8	1.1	112	0	49.9	23.3
Germany	544	45.1	17.5	8	385	0	1181	32.2
Germany	537	44.7	15	7.9	387	0	1201	33.5
Germany	583	51	22.1	8.6	387	0	1295	33.9
Germany	79.9	5.35	12.7	1.7	212	0	53.8	19.8
Germany	62	4.27	100	4.6	329	0	41.3	57.9
Germany	60.1	4.31	100	4.6	329	0	40.9	58.1
Germany	35.2	19.4	60.6	15.4	359	0	17	1.73
Germany	35.6	19.2	59.3	15.4	359	0	16.9	1.72
Germany	35.9	19.3	58.7	15.2	355	0	16.9	1.5
Germany	36.1	19.7	57	15.4	358	0	17.1	1.68
Germany	4.91	1.81	0.9	1.3	19.4	0	3.46	1
Germany	5.41	1.97	1.2	1.5	20.5	0	3.63	1.04
Germany	5.02	1.89	0.7	1.5	17.5	0	3.58	1.02
Germany	4.5	1.67	0.7	1.4	14.5	0	3.7	1
Germany	139	22.9	9.2	1.9	288	0	165	33.3
Germany	139	22.6	8.1	1.9	300	0	168	33.1
Germany	137	22.6	7.8	1.9	305	0	169	33.7
Germany	134	20.9	8.1	1.8	296	0	159	31.4
Germany	131	21.5	7.4	1.8	298	0	149	33
Germany	131	21.3	7.9	1.8	295	0	151	33
Germany	176	57.6	68.5	8.5	362	0	387	114
Germany	175	58.1	72.7	8.4	364	0	406	114
Germany	56.1	6.02	6.1	0.9	154	0	36	13.6
Germany	54.8	6.13	6.2	1.1	154	0	35.4	13.3
Germany	49.5	5.77	5.9	0.9	136	0	36.5	13.6
Germany	50.6	5.77	5.8	0.8	134	0	38.7	13.6
Germany	51.3	5.74	5.9	0.8	135	0	38.5	13.6
Germany	50.8	5.78	6	0.8	136	0	38.5	13.7
Germany	74.2	6.85	8	1.2	195	0	43.9	26
Germany	75.5	6.89	7.8	1.3	196	0	45.1	26.5
Germany	53.9	4.61	4	0.6	180	0	11.8	4.97
Germany	57.2	4.8	4.1	0.6	184	0	13.9	5.56
Germany	57	4.77	4.1	0.6	181	0	13.8	5.5375
Germany	55.8	4.96	4.1	0.7	182	0	14	5.59
Germany	55.2	4.94	4	0.7	182	0	13.6	5.46
Germany	54.4	5.02	4.2	0.8	181	0	14.1	5.73
Germany	427	37.6	34.2	3.6	403	0	861	70.5
Germany	88	84.7	364	15.6	1235	0	85.5	200
Germany	80	79.8	320	15.4	1145	0	84.2	184
Germany	85.2	86.3	366	16.5	1267	0	84.8	203
Germany	76.5	78.6	325	16.1	1133	0	84.1	181
Germany	62	25.7	6.9	2	324	0	14.6	0.96
Germany	133	35.7	6.4	3.2	347	0	202	3.18
Germany	133	35.8	6.6	3.5	342	0	202	3.24
Germany	76.5	43.4	209	22.2	920	0	88.8	28.7
Germany	1.4	0.578	237	4.2	475	0	19.7	97
Germany	274	88.5	90.3	11.9	1235	0	201	55.1
Germany	42.1	5.08	16.2	2.7	174	0	10.5	8.26
Germany	139	43.3	8.8	2.9	353	0	263	15.3
Germany	200	48.3	12.4	3.6	332	0	431	14
Germany	195	48.1	12.4	3.6	333	0	425	14.1
Germany	408	41.1	13.6	3.7	307	0	905	11.2
Germany	588	78.6	82.8	12.9	406	0	1379	125
Germany	55.4	15.1	153	5.9	386	0	30.4	135
Germany	127	32	4.1	0.8	390	0	107	7.05
Germany	41.5	16.2	9.1	5.7	199	0	20.5	5.21
Germany	41.2	16.3	9.4	5.8	196	0	20.4	5.2
Germany	467	75	206	5.5	356	0	1242	202
Germany	496	77.9	225	5.9	403	0	1319	224
Germany	533	83.2	224	6.3	365	0	1415	212
Germany	142	184	792	32.4	3470	0	44.1	53.3
Germany	43.5	41.5	118	8.1	509	0	21.6	82.6
Germany	36.9	37.3	95.1	7.1	446	0	19.4	61.7
Germany	40.7	23.9	13.9	1.9	216	0	13	26.1
Germany	501	56.4	58.8	9	614	0	986	54.3
Germany	119	31.4	12.9	2.7	349	0	148	20.6
Germany	51.6	27.3	6.2	0.8	302	0	8.02	0.43
Germany	91.2	30.1	3.9	0.7	378	0	34	10.7
Germany	122	120	140	21.1	1360	0	14.3	35.1
Germany	132	122	141	22.3	1415	0	14.4	33.8
Germany	95	110	683	24.2	2505	0	37	36.3
Germany	403	105	141	21.2	357	0	1304	74
Germany	421	107	134	21.6	336	0	1361	79.2
Germany	439	108	136	21.6	334	0	1405	82.9
Germany	104	16.7	7.8	0.3	340	0	29.1	30.9
Germany	106	16.9	7.8	0.3	344	0	28.9	30.2
Germany	60.3	26.5	7.8	4	229	0	86	7.78
Germany	85.7	49.8	50.5	13	583	0	54.6	20.4
Germany	84	49.5	51.1	13.1	577	0	52.9	20.7
Germany	57.6	26.8	4.2	2.2	298	0	6.07	7.62
Germany	132	35.9	6.1	3.1	358	0	190	3.24
Germany	282	77.5	30.5	6	441	0	707	14.1
Germany	93.7	27.6	13.8	1.6	430	0	12.2	10.8
Germany	96.2	27.6	14.2	1.5	429	0	12.2	10.9
Germany	106	20	6.4	4.4	386	0	36.3	6.18
Germany	57.4	5.19	4.2	0.5	182	0	13.5	5.42
Germany	57.7	5.16	4.3	0.7	180	0	14	5.54
Germany	78.7	33.9	5.2	1.6	398	0	9.45	1.11
Germany	74.9	33.9	5.1	1.1	400	0	9.46	1.04
Germany	281	107	43.6	10	342	0	874	37.4
Germany	287	110	48.1	10.4	334	0	944	38.9
Germany	281	112	43.3	10	341	0	893	36.9
Germany	29.6	7.85	141	7.4	174	0	2.85	188
Germany	29.3	7.62	135	7.4	173	0	2.83	190
Germany	29.7	7.74	141	7.5	173	0	2.84	192
Germany	85.8	21.9	175	7.7	493	0	28.6	184
Germany	87.8	22.2	179	7.7	497	0	28.8	187
Germany	87.2	21.9	162	7.5	470	0	28.7	167
Germany	526	109	27.8	6.9	407	0	1364	28.1
Germany	527	110	28.2	7.1	406	0	1381	29.1
Germany	524	111	28.8	7.1	407	0	1381	29.1
Germany	538	112	29.8	7.3	406	0	1408	30
Germany	94.1	44.9	8.1	2.3	413	0	57.3	24.1
Germany	92.8	44.2	8.5	2.2	413	0	56.4	23.9
Germany	92.5	44.1	8	2.2	412	0	53.5	21.1
Germany	49.3	10.5	189	9.6	413	0	210	8.64
Germany	29.6	16.1	15.1	0.7	157	0	15.8	23.1
Germany	357	61	12.1	1.6	261	0	893	14.1
Germany	370	60.4	11.3	1.6	261	0	902	14.1
Germany	345	60.2	11.5	1.5	260	0	887	14.1
Germany	360	60.3	10.9	1.5	259	0	892	14.2
Germany	365	61.5	11.7	1.5	258	0	898	14.1
Germany	598	58.8	14	2.9	267	0	1404	12.1
Germany	588	57.7	14.4	2.8	262	0	1398	12.3
Germany	389	57.6	143	4.2	300	0	976	148
Germany	377	58.2	138	4.2	298	0	1007	141
Germany	113	9.73	506	4.8	333	0	64.5	760
Germany	1.79	0.64	249	4.5	432	0	25.8	120
Germany	10	3.16	107	1.3	108	0	43.4	100
Germany	10	3.21	104	1.4	106	0	44	99.2
Germany	505	35.6	11.6	2.1	382	0	1074	16.2
Germany	10.3	2.37	1.2	2.4	41	0	1.92	1.94
Germany	7.36	4.3	3.7	0.4	45.21	0	3.34	3.12
Germany	59.5	6.19	6.4	1.1	139	0	52	14.4
Germany	45.2	4.88	14.5	3.1	163	0	9.56	17.7
Germany	87	7.36	7.6	0.9	167	0	88.2	26.2
Germany	560	80.4	34.7	8.2	363	0	1451	35.2
Germany	590	83.9	34.8	8.6	368	0	1455	34.7
Germany	584	84.9	37.2	8.6	363	0	1462	35.8
Germany	130	58	13.9	3.6	413	0	196	26.3
Germany	70.2	28.4	7.2	2.8	232	0	92.7	7.54
Germany	462	55.2	37.4	15	913	0	605	54.3
Germany	467	56.5	34.5	13.9	932	0	631	51.1
Germany	438	52.8	28.1	12.2	859	0	613	43.3
Germany	73.7	10.2	13.7	2.5	253	0	23.7	14.8
Germany	73.1	10.4	13.4	2.5	252	0	23.7	14.9
Germany	286	68.8	37.5	4.7	366	0	626	92.1
Germany	130	53.4	12.7	2.9	528	0	101	15.2
Germany	70.1	10.6	8.1	2.3	249	0	16	9.34
Germany	89.6	35.7	484	22.6	558	0	181	557
Germany	310	68.5	285	19.3	1556	0	434	27.6
Germany	95.1	9.71	57.3	1.6	336	0	63.8	41.4
Germany	87.4	40.3	327	10.9	848	0	150	190
Germany	62.9	4.1	10.3	1.1	186	0	14.2	14.6
Germany	63	4.03	9.8	1	185	0	14.4	14.6
Germany	62.4	3.94	10	1.1	184	0	14.3	14.5
Germany	34	2.24	5.9	0.7	110	0	3.95	6.02
Germany	34	2.2	6.1	0.6	112	0	3.38	5.91
Germany	34	2.24	6.1	0.6	112	0	3.39	5.9
Germany	34.4	2.29	6.2	0.7	112	0	3.5	5.93
Germany	217	68.4	36.8	5.7	332	0	337	180
Germany	215	69.5	38.5	5.8	334	0	337	183
Germany	218	71.4	36.8	5.9	334	0	337	186
Germany	225	73	41.3	6.3	337	0	330	220
Germany	60.7	19.8	16.9	1.7	285	0	19.6	7.47
Germany	60	19.4	17	1.4	288	0	20.2	7.65
Germany	60.2	19.8	17.9	1.4	290	0	20.7	7.9
Germany	375	61.9	36.6	4.5	382	0	950	11.5
Germany	67.1	17.7	9.1	1.5	290	0	11.9	6.52
Germany	65.2	17.9	9.3	1.5	286	0	16.9	8.21
Germany	220	42.5	17.8	6	387	0	435	15.7
Germany	357	106	113	13.6	1769	0	45.6	22
Germany	346	104	113	13.5	1776	0	45.2	23.8
Germany	348	104	118	12	1761	0	45	24
Germany	358	107	105	13.6	1785	0	44.5	22
Germany	358	107	108	13.6	1773	0	46	21.3
Germany	360	107	108	13.3	1780	0	44.2	21.6
Germany	141	45.8	12.8	3.3	627	0	19.4	11
Germany	141	45.9	11.9	3.3	626	0	24.4	10.9
Germany	141	45.7	12.2	3.3	632	0	19.8	11
Germany	107	9.79	10.8	1.1	227	0	93.5	27.5
Germany	101	9.7	11	1	226	0	94.7	27.3
Germany	108	9.89	10.9	1.2	228	0	94.4	27.6
Germany	102	9.55	10.8	1.1	225	0	93.8	27.4
Germany	84.9	3.55	18.3	0.8	213	0	25.3	39.8
Germany	297	55.6	369	21.7	2020	0	68.1	54.6
Germany	378	63.5	176	4.5	754	0	750	142
Germany	433	71.7	202	5	833	0	913	158
Germany	112	31.2	3.8	1.2	415	0	73.2	7.22
Germany	104	11.3	26.5	2.1	398	0	11	29.7
Germany	115	21	62.2	3.6	454	0	36.7	77.7
Germany	215	27.5	69.7	1.9	250	0	406	118
Germany	238	30.6	54.7	1.8	268	0	458	92.4
Germany	226	29.1	59.2	1.8	262	0	431	102
Germany	246	31.4	43.3	1.6	275	0	480	71
Germany	115	29.2	14.8	0.6	438	0	26.2	46.3
Germany	34.1	4.22	31.2	1.4	51.5	0	28	72.8
Germany	105	11.4	24.3	1.6	440	0	1.06	11.1
Germany	63.9	17.3	113	3	358	0	39.9	111
Germany	269	52.7	192	13.8	1552	0	30.2	2
Germany	99.5	12.7	17.8	1.9	314	0	55.5	25.9
Germany	101	12.9	14.6	1.9	319	0	51.1	24.7
Germany	100	12.6	16.1	1.9	311	0	54.7	25.1
Germany	14.5	8.87	2.1	0.3	85	0	5.9	3.24
Germany	14	8.84	2.4	0.3	81	0	6.12	3.25
Germany	355	95.2	105	7.7	382	0	1098	82.1
Germany	87.2	17.1	10.9	1	252	0	69.6	22.4
Germany	85.4	16.7	11.4	1	247	0	68.7	22
Germany	121	10.2	16	1.6	326	0	59.9	37
Germany	121	9.68	16.1	1.6	325	0	61.2	36.3
Germany	122	10.4	15.7	1.6	320	0	63.2	42.4
Germany	123	10.5	16.8	1.8	321	0	60.8	38.7
Germany	50.1	9.13	55	1.9	129	0	49.9	91.6
Germany	37.1	6.99	51.4	1.7	133	0	44.2	55
Germany	40.3	7.72	46.1	1.6	113	0	41.7	70.5
Germany	53.7	12.7	282	3.6	144	0	66.5	428
Germany	90.2	18.4	11.8	1.1	250	0	78.4	25.4
Germany	89.7	16.3	10.7	1.2	251	0	72.6	23.7
Germany	11.4	5.39	9.5	0.9	46.5	0	22.8	5.25
Germany	94.4	18.4	11.7	1	254	0	78.7	27.1
Germany	219	37.4	196	19.5	1183	0	41.2	109
Germany	218	35.7	196	18.8	1145	0	40.7	103
Germany	218	38.5	188	18.5	1175	0	40.6	106
Germany	35.5	6.99	9.6	1.5	128	0	17.5	7.59
Germany	36.7	6.92	9.1	1.5	129	0	18.2	7.48
Germany	9.16	4.41	93.1	4.4	306	0	0.03	4.47
Germany	194	57	11.9	1.2	266	0	520	16
Germany	201	58.5	12	1.1	266	0	540	15.7
Germany	56.5	2.32	7.3	0.7	145	0	35.6	12.3
Germany	56.6	2.35	7.9	0.8	143	0	35.8	12.3
Germany	152	196	450	21	2447	0	80.5	113
Germany	141	186	670	29.3	2723	0	134	140
Germany	57.4	17	9	7.3	283	0	11	5.17
Germany	185	16.3	42.2	6.2	411	0	195	70.2
Germany	76.7	4.77	16.7	2.4	183	0	36.1	41.8
Germany	69.6	5.06	15.4	2.4	184	0	32.2	39.8
Germany	71.2	4.99	16.1	2.4	185	0	34.2	41.6
Germany	35	24	1.5	6.7	201	0	27.9	2.47
Germany	215	31.8	240	5.8	1346	0	80.7	33.5
Germany	218	31.4	234	9.6	1339	0	80.3	33.4
Germany	34.3	19.6	14.3	1.8	168	0	18.2	30.4
Germany	41.7	22.7	13.8	1.9	204	0	18.5	32
Germany	70.7	2.62	6.3	0.7	154	0	44.8	14.7
Germany	564	54.8	21.5	3.6	173	0	1434	10.8
Germany	581	44.9	16.8	3.6	188	0	1417	8.82
Germany	509	99.8	150	9.6	396	0	1454	140
Germany	511	99.4	152	9.9	400	0	1465	143
Germany	84.4	8.57	10	1.7	239	0	37.8	16.6
Germany	106	8.17	7.7	1.4	275	0	61.6	10.3
Germany	180	36	11.5	3.9	373	0	262	21.2
Germany	208	27.3	10.2	1.2	790	0	5.03	2.5
Germany	205	26.9	10.7	1.1	805	0	4.93	2.44
Germany	72.3	33	54	3.5	397	0	21.3	53.2
Germany	72.1	11.2	13.5	2.8	266	0	15.3	15.3
Germany	74.6	11.1	12.2	2.8	265	0	15.2	15.2
Germany	76	11.4	12.7	2.8	265	0	15.1	15.3
Germany	479	67.7	23.5	8.7	941	0	623	55.4
Germany	477	67.1	23.7	8.7	953	0	628	55.7
Germany	434	84.3	24.2	3.4	233	0	1109	105
Germany	435	92	25.6	3	232	0	1123	112
Germany	335	25.8	18.8	3.9	1083	0	39.5	21.3
Germany	116	22.8	2.8	2	408	0	50.6	6
Germany	376	54.8	12.3	3	365	0	820	25
Germany	274	91.3	92.6	7.3	1177	0	191	48.6
Germany	85	35	8.9	4.5	335	0	60.3	22.9
Germany	233	30.4	130	8.1	900	0	29.2	157
Germany	228	29	129	12.7	949	0	30	159
Germany	239	30.4	142	13.4	992	0	30.3	179
Germany	195	25.4	116	13.8	849	0	26.7	125
Germany	225	28.6	130	12.5	942	0	30.1	156
Germany	553	79.8	470	19.7	1869	0	51.2	746
Germany	104	8.64	11.7	3.8	260	0	71.9	33.7
Germany	116	8.72	8	1.9	266	0	70.3	33.5
Germany	112	25.1	8.5	9.6	309	0	100	36.1
Germany	48	13.2	30.3	3	148	0	60.7	35.1
Germany	31.7	10.6	203	3	193	0	164	158
Germany	31	10.5	168	3.2	186	0	145	128
Germany	30.9	10.4	189	3.1	190	0	158	152
Germany	149	68	301	6.2	552	0	288	419
Germany	152.7	66.3	293	6.2	549	0	276	413
Germany	33.4	18	40	2.1	212	0	20.2	44.1
Germany	32.7	18.8	35.5	2.2	202	0	24.7	40.9
Germany	245	71.7	104	8.6	388	0	781	29.7
Germany	215	67.4	119	8.5	393	0	691	42.6
Germany	1.74	0.558	196	1.3	476	0	7.28	14.5
Germany	322	39.3	131	8.4	488	0	696	106
Germany	465	85.9	21.1	5.6	357	0	1209	10.1
Germany	477	92.6	23.5	5.9	343	0	1291	10.9
Germany	124	21.1	56	3.8	421	0	72.8	68.5
Germany	85.5	23	98	14.9	550	0	55.3	36
Germany	94.6	31.4	161	21.5	684	0	96	66.7
Germany	77.8	19.6	63.9	10.5	420	0	45.5	36.5
Germany	79.3	19.3	63.1	10.3	420	0	45.7	36.7
Germany	6.98	9.63	12.6	4.4	59.4	0	23.2	13.2
Germany	20.6	5.53	7.7	4.7	71.6	0	19.3	10.1
Germany	71.6	50.6	111	5.7	622	0	60.4	62.8
Germany	223	71.3	121	8.5	390	0	770	28.8
Germany	233	28.6	138	13.2	952	0	29.5	166
Germany	239	29.5	142	13.3	994	0	30.1	175
Germany	243	29.5	144	13.3	995	0	30	175
Germany	200	25.6	120	12.5	850	0	28.5	138
Germany	76	22.7	7.4	2.3	341	0	16.4	7.41
Germany	83.8	20.7	7.6	2.3	366	0	17.4	7.91
Germany	85.5	21	7.6	2.3	368	0	17.3	7.99
Germany	36.9	4.59	13.3	4.5	132	0	16.3	15.6
Germany	8.61	4.1	173	7.7	341	0	0.04	101
Germany	68.7	31.1	5.1	1.7	388	0	6.98	0.83
Germany	240	31.8	49.9	5.3	462	0	363	81
Germany	264	35.8	48.5	7.2	441	0	440	89.5
Germany	253	34.8	44.1	5.4	463	0	399	76.4
Germany	49.7	22	413	10.8	826	0	181	211
Germany	43.4	19.3	340	9.7	687	0	157	173
Germany	110	40.8	45.7	19.3	350	0	237	39.7
Germany	112	41	45.3	19.5	348	0	243	40.1
Germany	109	40.1	45.8	19	340	0	236	40.3
